1294670024	20260310	202603	2026	2026.1918	USA	UNITED STATES	USA																		1	017	017	01	1	0.0	4	1	4	2.13235294117647	3	Death Valley, California, United States	US	USCA	CA027	36.4555	-116.868	252190	0								3	Death Valley, California, United States	US	USCA		36.4555	-116.868	252190	20260317120000	https://www.latimes.com/lifestyle/story/2026-03-17/la-where-to-find-wildflowers-near-los-angeles
1294670025	20260310	202603	2026	2026.1918	USA	UNITED STATES	USA																		1	017	017	01	1	0.0	4	1	4	2.13235294117647	3	Orange County, California, United States	US	USCA	CA059	33.7	-117.768	277294	0								3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20260317120000	https://www.latimes.com/lifestyle/story/2026-03-17/la-where-to-find-wildflowers-near-los-angeles
1294670026	20260310	202603	2026	2026.1918	USA	UNITED STATES	USA																		0	140	140	14	3	-6.5	2	1	2	-5.64516129032258	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260317120000	https://www.independent.co.uk/news/world/americas/us-politics/trump-iran-maga-carrie-prejean-boller-b2939998.html
1294670027	20260310	202603	2026	2026.1918	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			0	140	140	14	3	-6.5	1	1	1	-5.64516129032258	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260317120000	https://www.independent.co.uk/news/world/americas/us-politics/trump-iran-maga-carrie-prejean-boller-b2939998.html
1294670028	20260310	202603	2026	2026.1918	USA	UNITED STATES	USA								USAGOV	THE WHITE HOUSE	USA					GOV			0	140	140	14	3	-6.5	1	1	1	-5.64516129032258	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260317120000	https://www.independent.co.uk/news/world/americas/us-politics/trump-iran-maga-carrie-prejean-boller-b2939998.html
1294670029	20260310	202603	2026	2026.1918	USAGOV	THE WHITE HOUSE	USA					GOV													0	140	140	14	3	-6.5	1	1	1	-5.64516129032258	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260317120000	https://www.independent.co.uk/news/world/americas/us-politics/trump-iran-maga-carrie-prejean-boller-b2939998.html
1294670030	20260310	202603	2026	2026.1918	USAGOV	THE WHITE HOUSE	USA					GOV													0	140	140	14	3	-6.5	2	1	2	-5.64516129032258	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260317120000	https://www.independent.co.uk/news/world/americas/us-politics/trump-iran-maga-carrie-prejean-boller-b2939998.html
1294670031	20260316	202603	2026	2026.2082											GOV	KING						GOV			0	036	036	03	1	4.0	1	1	1	-2.41109101868595	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670032	20260316	202603	2026	2026.2082											GOV	KING						GOV			0	036	036	03	1	4.0	1	1	1	-2.41109101868595	0								1	Iran	IR	IR		32	53	IR	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670033	20260316	202603	2026	2026.2082	GBR	UNITED KINGDOM	GBR																		0	016	016	01	1	-2.0	4	1	4	-5.58659217877095	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20260317120000	https://www.dailymail.co.uk/money/markets/article-15653287/Troubled-Close-Brothers-axes-600-jobs-grapples-car-finance-scandal-attack-notorious-short-seller.html
1294670034	20260316	202603	2026	2026.2082	GOV	KING						GOV													0	036	036	03	1	4.0	1	1	1	-2.41109101868595	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670035	20260316	202603	2026	2026.2082	GOV	KING						GOV													0	036	036	03	1	4.0	1	1	1	-2.41109101868595	1	Iran	IR	IR		32	53	IR	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670036	20260316	202603	2026	2026.2082	GOV	KING						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	1	1	1	-2.41109101868595	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670037	20260316	202603	2026	2026.2082	GOV	KING						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	1	1	1	-2.41109101868595	1	Iran	IR	IR		32	53	IR	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670038	20260316	202603	2026	2026.2082	GOV	KING						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	1	1	1	-2.41109101868595	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670039	20260316	202603	2026	2026.2082	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			0	020	020	02	1	3.0	4	2	4	-3.18394024276378	1	Nepal	NP	NP		28	84	NP	1	Afghanistan	AF	AF		33	66	AF	1	Venezuela	VE	VE		8	-66	VE	20260317120000	https://www.wsiu.org/2026-03-17/u-s-seeks-nato-help-with-strait-of-hormuz-and-scotus-blocks-vaccine-changes
1294670040	20260316	202603	2026	2026.2082	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			0	020	020	02	1	3.0	16	2	16	-3.18394024276378	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20260317120000	https://www.wsiu.org/2026-03-17/u-s-seeks-nato-help-with-strait-of-hormuz-and-scotus-blocks-vaccine-changes
1294670041	20260316	202603	2026	2026.2082	JUD	SUPREME COURT						JUD			HTI	HAITIAN	HTI								0	130	130	13	3	-4.4	6	2	6	-3.18394024276378	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Haiti	HA	HA		19	-72.416667	HA	1	Syria	SY	SY		35	38	SY	20260317120000	https://www.wsiu.org/2026-03-17/u-s-seeks-nato-help-with-strait-of-hormuz-and-scotus-blocks-vaccine-changes
1294670042	20260316	202603	2026	2026.2082	JUD	SUPREME COURT						JUD			SYR	SYRIAN	SYR								0	130	130	13	3	-4.4	10	2	10	-3.18394024276378	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20260317120000	https://www.wsiu.org/2026-03-17/u-s-seeks-nato-help-with-strait-of-hormuz-and-scotus-blocks-vaccine-changes
1294670043	20260316	202603	2026	2026.2082	JUD	SUPREME COURT						JUD			SYR	SYRIAN	SYR								0	130	130	13	3	-4.4	4	2	4	-3.18394024276378	1	Cuba	CU	CU		22	-79.5	CU	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Cuba	CU	CU		22	-79.5	CU	20260317120000	https://www.wsiu.org/2026-03-17/u-s-seeks-nato-help-with-strait-of-hormuz-and-scotus-blocks-vaccine-changes
1294670044	20260316	202603	2026	2026.2082	USA	UNITED STATES	USA								GOV	KING						GOV			0	036	036	03	1	4.0	1	1	1	-2.41109101868595	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670045	20260316	202603	2026	2026.2082	USA	UNITED STATES	USA								GOV	KING						GOV			0	036	036	03	1	4.0	1	1	1	-2.41109101868595	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Iran	IR	IR		32	53	IR	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670046	20260316	202603	2026	2026.2082	USA	UNITED STATES	USA								GOV	KING						GOV			0	036	036	03	1	4.0	1	1	1	-2.41109101868595	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260317120000	https://www.dailymail.co.uk/news/article-15653509/Kings-US-visit-delayed-avoid-embarassment-MP-claims.html
1294670047	20260316	202603	2026	2026.2082	USAGOV	BARACK OBAMA	USA					GOV			GOV	ADMINISTRATION						GOV			0	174	174	17	4	-5.0	6	2	6	-3.18394024276378	1	Haiti	HA	HA		19	-72.416667	HA	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20260317120000	https://www.wsiu.org/2026-03-17/u-s-seeks-nato-help-with-strait-of-hormuz-and-scotus-blocks-vaccine-changes
1294670048	20260317	202603	2026	2026.2110											AFR	AFRICA	AFR								1	130	130	13	3	-4.4	10	1	10	-2.2816679779701	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20260317120000	https://www.timeslive.co.za/opinion/2026-03-17-imraan-buccus-sa-is-entering-a-period-of-profound-political-realignment/
1294670049	20260317	202603	2026	2026.2110											AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	2	1	2	0.970873786407763	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	South Korea	KS	KS		37	127.5	KS	20260317120000	https://www.trend.az/azerbaijan/politics/4166166.html
1294670050	20260317	202603	2026	2026.2110											BLZGOV	ANTHONY MARTINEZ	BLZ					GOV			1	084	084	08	2	7.0	2	1	2	-6.30630630630631	0								3	Stockton, California, United States	US	USCA	CA077	37.9577	-121.291	1659872	3	Stockton, California, United States	US	USCA	CA077	37.9577	-121.291	1659872	20260317120000	https://www.cbsnews.com/news/victoria-marquina-missing-joshua-anthony-martinez-rearrest/
1294670051	20260317	202603	2026	2026.2110											BUS	BUSINESS						BUS			1	020	020	02	1	3.0	5	1	5	-0.94664371772805	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260317120000	https://collider.com/house-of-guinness-netflix-miniseries-revisit/
1294670052	20260317	202603	2026	2026.2110											BUS	BUSINESS						BUS			0	035	035	03	1	7.0	3	1	3	-1.33928571428571	0								4	Mansfield, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.1333	-1.2	-2602538	4	Mansfield, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.1333	-1.2	-2602538	20260317120000	https://www.nottinghampost.com/news/local-news/business-refunded-thousands-tax-after-10870327
1294670053	20260317	202603	2026	2026.2110											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	5	1	5	-0.94664371772805	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20260317120000	https://collider.com/house-of-guinness-netflix-miniseries-revisit/
1294670054	20260317	202603	2026	2026.2110											BUS	COMPANY						BUS			0	042	042	04	1	1.9	10	1	10	-1.05433901054339	0								3	Colorado Plateau, Utah, United States	US	USUT		37.0003	-110.001	1930534	3	Colorado Plateau, Utah, United States	US	USUT		37.0003	-110.001	1930534	20260317120000	https://www.finanznachrichten.de/nachrichten-2026-03/67962978-atomic-minerals-corp-atomic-minerals-plans-lisbon-valley-east-radon-survey-296.htm
1294670055	20260317	202603	2026	2026.2110											BUS	COMPANIES						BUS			1	046	046	04	1	7.0	20	1	10	0.22883295194508	0								4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20260317120000	https://www.webwire.com/ViewPressRel.asp?aId=352095
1294670056	20260317	202603	2026	2026.2110											CANBUS	CANADA	CAN					BUS			1	040	040	04	1	1.0	5	1	5	1.07692307692307	0								4	Vimy, Alberta, Canada	CA	CA01	154724	54.0667	-113.65	-575392	4	Vimy, Alberta, Canada	CA	CA01	154724	54.0667	-113.65	-575392	20260317120000	https://www.simcoe.com/news/canada-new-20-dollar-bill-king-charles/article_a11b8bcf-1241-5568-9163-7590e9bfc287.html
1294670057	20260317	202603	2026	2026.2110											CHL	SANTIAGO	CHL								1	040	040	04	1	1.0	10	1	10	-0.91185410334347	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20260317120000	https://www.freshfruitportal.com/news/2026/03/17/avo-mexico-dominant-share/
1294670058	20260317	202603	2026	2026.2110											COP	POLICE						COP			0	010	010	01	1	0.0	1	1	1	-4.98442367601246	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20260317120000	https://www.dailyexcelsior.com/delhi-hc-issues-summons-to-arnab-goswami-on-defamation-case-by-congress/
1294670059	20260317	202603	2026	2026.2110											COP	POLICE						COP			0	010	010	01	1	0.0	1	1	1	-4.98442367601246	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260317120000	https://www.dailyexcelsior.com/delhi-hc-issues-summons-to-arnab-goswami-on-defamation-case-by-congress/
1294670060	20260317	202603	2026	2026.2110											COP	DETECTIVE						COP			1	036	036	03	1	4.0	10	1	10	3.52941176470588	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260317120000	https://seasideradio.co.uk/local-news/easter-at-eden-camp-modern-history-museum-near-malton/
1294670061	20260317	202603	2026	2026.2110											COP	PRISON						COP			0	042	042	04	1	1.9	3	1	3	6.06796116504854	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260317120000	https://mashable.com/article/best-amazon-spring-sale-book-deals-2026
1294670062	20260317	202603	2026	2026.2110											COP	DEPUTIES						COP			0	043	043	04	1	2.8	5	1	5	-2.42587601078168	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20260317120000	https://guernseypress.com/opinion/2026/03/17/bob-murray-have-the-lunatics-taken-over-the-asylum
1294670063	20260317	202603	2026	2026.2110											COP	POLICE						COP			0	112	112	11	3	-2.0	2	1	2	-4.98442367601246	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260317120000	https://www.dailyexcelsior.com/delhi-hc-issues-summons-to-arnab-goswami-on-defamation-case-by-congress/
1294670064	20260317	202603	2026	2026.2110											CRM	PERPETRATOR						CRM			1	051	051	05	1	3.4	13	1	13	-7.41029679971546	0								5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	20260317120000	https://www.channelstv.com/2026/03/17/explosions-well-locate-them-tinubu-orders-security-chiefs-to-maiduguri/
1294670065	20260317	202603	2026	2026.2110											CRM	GANG						CRM			0	1121	112	11	3	-2.0	4	1	4	-5.26315789473684	0								4	Phong Le, Ð N?ng, Vietnam, Republic Of	VM	VM78	32272	15.9833	108.2	-3725301	4	Phong Le, Ð N?ng, Vietnam, Republic Of	VM	VM78	32272	15.9833	108.2	-3725301	20260317120000	https://sojo1049.com/ixp/564/p/fbi-1m-reward-philly-torture-suspect/
1294670066	20260317	202603	2026	2026.2110											CRM	GANG						CRM			0	1121	112	11	3	-2.0	6	1	6	-5.26315789473684	0								4	Tuan Hoang, Hòì, Vietnam, Republic Of	VM	VM53	32609	20.6	105.15	-3732656	4	Tuan Hoang, Hòì, Vietnam, Republic Of	VM	VM53	32609	20.6	105.15	-3732656	20260317120000	https://sojo1049.com/ixp/564/p/fbi-1m-reward-philly-torture-suspect/
1294670067	20260317	202603	2026	2026.2110											CVL	COMMUNITY						CVL			0	046	046	04	1	7.0	1	1	1	-4.95221546481321	0								4	Aklan, Quirino, Philippines	RP	RP68	24219	16.5569	121.477	10977463	4	Aklan, Quirino, Philippines	RP	RP68	24219	16.5569	121.477	10977463	20260317120000	https://www.rappler.com/philippines/visayas/boracay-indigenous-peoples-protest-canceled-land-titles/
1294670068	20260317	202603	2026	2026.2110											CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	5	1	5	6.73076923076924	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20260317120000	https://www.westernpeople.ie/news/down-syndrome-irelands-mayo-branch-celebrates-marvelous-martin_arid-91297.html
1294670069	20260317	202603	2026	2026.2110											CVL	VOTER						CVL			0	057	057	05	1	8.0	6	1	6	9.01287553648065	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20260317120000	https://www.ibtimes.com.au/academy-awards-oscars-recap-one-battle-after-another-sweeps-oscars-2026-claims-six-total-wins-1863618
1294670070	20260317	202603	2026	2026.2110											CVL	POPULATION						CVL			0	190	190	19	4	-10.0	4	1	4	-2.40867121637896	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260317120000	https://shelterislandreporter.timesreview.com/2026/03/17/a-visit-to-county-clare-for-st-patricks-daya-place-where-irish-history-is-in-the-landscape/
1294670071	20260317	202603	2026	2026.2110											CVL	POPULATION						CVL			0	190	190	19	4	-10.0	1	1	1	-2.40867121637896	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260317120000	https://shelterislandreporter.timesreview.com/2026/03/17/a-visit-to-county-clare-for-st-patricks-daya-place-where-irish-history-is-in-the-landscape/
1294670072	20260317	202603	2026	2026.2110											CYP	CYPRUS	CYP								1	042	042	04	1	1.9	5	1	5	0	0								1	Cyprus	CY	CY		35	33	CY	1	Israel	IS	IS		31.5	34.75	IS	20260317120000	https://cyprus-mail.com/2026/03/17/cyprus-completely-safe-for-tourism-christodoulides-insists
1294670073	20260317	202603	2026	2026.2110											DEU	GERMAN	DEU								1	042	042	04	1	1.9	10	1	10	-5.21582733812949	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20260317120000	https://www.euronews.com/travel/2026/03/17/strike-at-berlin-airport-all-flights-cancelled-on-wednesday-57000-passengers-affected
1294670074	20260317	202603	2026	2026.2110											EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	2.29885057471264	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20260317120000	https://www.businesstoday.in/jobs/story/where-gen-z-wants-to-work-and-why-in-2026-520964-2026-03-17
