1292672376	20260204	202602	2026	2026.0932	PSE	PALESTINIAN	PSE																		0	042	042	04	1	1.9	2	1	2	-4.02298850574713	1	West Bank	WE	WE		31.666667	35.25	WE	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20260306000000	https://www.aljazeera.com/news/2026/3/5/israel-cancels-friday-prayers-at-al-aqsa-mosque-amid-iran-conflict
1292672377	20260204	202602	2026	2026.0932	RUS	RUSSIAN	RUS								UAF	FIGHTER						UAF			1	195	195	19	4	-10.0	2	1	2	-1.40350877192982	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20260306000000	https://www.militarytimes.com/news/your-military/2026/03/05/norad-intercepts-2-russian-maritime-patrol-aircraft-near-alaska-canada/
1292672378	20260204	202602	2026	2026.0932	RUS	RUSSIAN	RUS								USA	ALASKA	USA								1	195	195	19	4	-10.0	2	1	2	-1.40350877192982	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20260306000000	https://www.militarytimes.com/news/your-military/2026/03/05/norad-intercepts-2-russian-maritime-patrol-aircraft-near-alaska-canada/
1292672379	20260204	202602	2026	2026.0932	RUSMIL	RUSSIAN	RUS					MIL			UAF	FIGHTER						UAF			1	195	195	19	4	-10.0	3	1	3	-1.40350877192982	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20260306000000	https://www.militarytimes.com/news/your-military/2026/03/05/norad-intercepts-2-russian-maritime-patrol-aircraft-near-alaska-canada/
1292672380	20260227	202602	2026	2026.1562											GOV	KING						GOV			1	043	043	04	1	2.8	2	1	2	-2.48275862068965	0								4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20260306000000	https://radaronline.com/p/king-charles-refuses-meet-andrew-real-reason-epstein-scandal/
1292672381	20260227	202602	2026	2026.1562											REF	REFUGEE						REF			0	190	190	19	4	-10.0	5	1	5	-4.81283422459893	0								3	Black Rock, New York, United States	US	USNY		42.7037	-76.6597	972237	3	Black Rock, New York, United States	US	USNY		42.7037	-76.6597	972237	20260306000000	https://www.wrvo.org/2026-03-05/disabilities-beat-advocates-say-systems-failed-blind-refugee-found-dead-in-buffalo
1292672382	20260227	202602	2026	2026.1562	GBR	UNITED KINGDOM	GBR								GOV	KING						GOV			1	043	043	04	1	2.8	2	1	2	-2.48275862068965	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20260306000000	https://radaronline.com/p/king-charles-refuses-meet-andrew-real-reason-epstein-scandal/
1292672383	20260227	202602	2026	2026.1562	GOV	KING						GOV													1	042	042	04	1	1.9	2	1	2	-2.48275862068965	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	0								4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20260306000000	https://radaronline.com/p/king-charles-refuses-meet-andrew-real-reason-epstein-scandal/
1292672384	20260227	202602	2026	2026.1562	GOV	KING						GOV			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-2.48275862068965	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20260306000000	https://radaronline.com/p/king-charles-refuses-meet-andrew-real-reason-epstein-scandal/
1292672385	20260227	202602	2026	2026.1562	JUD	JUDGE						JUD													0	115	115	11	3	-2.0	8	1	8	0.58565153733529	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260306000000	https://wtop.com/national/2026/03/panel-reviewing-trumps-white-house-ballroom-project-will-vote-april-2-on-the-project/
1292672386	20260227	202602	2026	2026.1562	USA	WASHINGTON	USA								USACVL	CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES	USA					CVL			0	051	051	05	1	3.4	20	4	20	-4.13223140495868	4	Abu Dhabi Commercial Bank, Dubayy, United Arab Emirates	AE	AE03	28575	25.2616	55.327	11420634	4	Abu Dhabi Commercial Bank, Dubayy, United Arab Emirates	AE	AE03	28575	25.2616	55.327	11420634	4	Abu Dhabi Commercial Bank, Dubayy, United Arab Emirates	AE	AE03	28575	25.2616	55.327	11420634	20260306000000	http://www.arabherald.com/news/278900976/aws-facilities-in-uae-bahrain-damaged-in-attacks
1292672387	20260227	202602	2026	2026.1562	USAJUD	UNITED STATES	USA					JUD													0	115	115	11	3	-2.0	2	1	2	0.58565153733529	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20260306000000	https://wtop.com/national/2026/03/panel-reviewing-trumps-white-house-ballroom-project-will-vote-april-2-on-the-project/
1292672388	20260305	202603	2026	2026.1781	ARE	UNITED ARAB EMIRATES	ARE								BUS	AIRLINE						BUS			0	051	051	05	1	3.4	2	1	2	-3.75722543352601	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20260306000000	https://newsindiatimes.com/passengers-arriving-from-dubai-at-igi-airport-describe-contrasting-situations/
1292672389	20260305	202603	2026	2026.1781	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO													1	0353	035	03	1	7.0	3	1	3	0.13020833333334	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20260306000000	https://www.bursa.ro/eu-council-approves-regulation-on-safeguard-clauses-in-mercosur-treaty-62675853
1292672390	20260305	202603	2026	2026.1781	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			BEL	BELGIUM	BEL								1	0353	035	03	1	7.0	2	1	2	0.13020833333334	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20260306000000	https://www.bursa.ro/eu-council-approves-regulation-on-safeguard-clauses-in-mercosur-treaty-62675853
1292672391	20260305	202603	2026	2026.1781	SPY	INTELLIGENCE SERVICE						SPY			CHN	CHINA	CHN								1	173	173	17	4	-5.0	2	1	2	-1.50375939849624	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://labourlist.org/2026/03/joani-reid-resigns-labour-whip/
1292672392	20260306	202603	2026	2026.1808											AFR	AFRICA	AFR								0	042	042	04	1	1.9	1	1	1	-0.24570024570024	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20260306000000	https://blueprint.ng/hamilton-wants-african-grand-prix-before-retiring/
1292672393	20260306	202603	2026	2026.1808											AFR	AFRICA	AFR								0	042	042	04	1	1.9	8	1	6	-0.24570024570024	0								4	Kyalami, Northern Cape, South Africa	SF	SF08	77360	-29.7344	23.6941	-1250572	4	Kyalami, Northern Cape, South Africa	SF	SF08	77360	-29.7344	23.6941	-1250572	20260306000000	https://blueprint.ng/hamilton-wants-african-grand-prix-before-retiring/
1292672394	20260306	202603	2026	2026.1808											AFR	AFRICA	AFR								0	042	042	04	1	1.9	1	1	1	-0.24570024570024	0								1	United Kingdom	UK	UK		54	-4	UK	1	Portugal	PO	PO		39.5	-8	PO	20260306000000	https://blueprint.ng/hamilton-wants-african-grand-prix-before-retiring/
1292672395	20260306	202603	2026	2026.1808											AFR	AFRICA	AFR								0	042	042	04	1	1.9	1	1	1	-0.24570024570024	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260306000000	https://blueprint.ng/hamilton-wants-african-grand-prix-before-retiring/
1292672396	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	1	1	1	-3.75722543352601	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	20260306000000	https://newsindiatimes.com/passengers-arriving-from-dubai-at-igi-airport-describe-contrasting-situations/
1292672397	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								0	042	042	04	1	1.9	1	1	1	-6.18025751072961	0								4	Gulf Of Oman, Iran (general), Iran	IR	IR00	40979	25.4489	57.7939	-3077385	1	United States	US	US		39.828175	-98.5795	US	20260306000000	https://www.eastidahonews.com/2026/03/trump-wants-to-be-involved-in-picking-irans-next-leader-as-war-ripples-across-the-region/
1292672398	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								0	042	042	04	1	1.9	3	1	3	-6.18025751072961	0								4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	20260306000000	https://www.eastidahonews.com/2026/03/trump-wants-to-be-involved-in-picking-irans-next-leader-as-war-ripples-across-the-region/
1292672399	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	5	1	5	-3.75722543352601	0								4	Fujairah, Al Fujayrah, United Arab Emirates	AE	AE04	149629	25.1164	56.3414	-782158	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260306000000	https://newsindiatimes.com/passengers-arriving-from-dubai-at-igi-airport-describe-contrasting-situations/
1292672400	20260306	202603	2026	2026.1808											ARE	DUBAI	ARE								1	042	042	04	1	1.9	15	2	15	-1.74036212224579	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20260306000000	https://www.fenlandcitizen.co.uk/national/so-happy-to-be-home-passengers-of-second-plane-from-dubai-return-to-ireland-163621/
1292672401	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								0	042	042	04	1	1.9	2	1	2	-6.18025751072961	0								1	Kuwait	KU	KU		29.5	47.75	KU	4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	20260306000000	https://www.eastidahonews.com/2026/03/trump-wants-to-be-involved-in-picking-irans-next-leader-as-war-ripples-across-the-region/
1292672402	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								0	043	043	04	1	2.8	2	1	2	-6.18025751072961	0								4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	20260306000000	https://www.eastidahonews.com/2026/03/trump-wants-to-be-involved-in-picking-irans-next-leader-as-war-ripples-across-the-region/
1292672403	20260306	202603	2026	2026.1808											ARE	UNITED ARAB EMIRATES	ARE								0	190	190	19	4	-10.0	2	1	2	-6.18025751072961	0								4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	4	Dhafra, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	23.4167	53.4167	-782073	20260306000000	https://www.eastidahonews.com/2026/03/trump-wants-to-be-involved-in-picking-irans-next-leader-as-war-ripples-across-the-region/
1292672404	20260306	202603	2026	2026.1808											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	10	5	10	1.04324585759796	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260306000000	https://www.southernhighlandnews.com.au/story/9191986/prosecutors-appeal-nazi-salute-sentence-for-ex-tv-star/
1292672405	20260306	202603	2026	2026.1808											AUS	SYDNEY	AUS								1	042	042	04	1	1.9	100	5	50	-2.13090026803037	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20260306000000	https://www.nvi.com.au/story/9191863/empty-seats-arriving-from-middle-east/
1292672406	20260306	202603	2026	2026.1808											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	24	4	24	-2.0938247652374	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	New Zealand	NZ	NZ		-42	174	NZ	20260306000000	https://www.begadistrictnews.com.au/story/9191863/empty-seats-arriving-from-middle-east/
1292672407	20260306	202603	2026	2026.1808											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	26	5	26	-2.16512380907004	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20260306000000	https://www.nvi.com.au/story/9191863/empty-seats-arriving-from-middle-east/
1292672408	20260306	202603	2026	2026.1808											AUS	SYDNEY	AUS								1	0874	087	08	2	10.0	10	1	10	5.76631259484066	0								4	Kianga, New South Wales, Australia	AS	AS02	4997	-36.1833	150.117	-1581527	4	Kianga, New South Wales, Australia	AS	AS02	4997	-36.1833	150.117	-1581527	20260306000000	https://www.begadistrictnews.com.au/story/9188410/kianga-far-south-coast-village-rated-top-hidden-gem-getaway/
1292672409	20260306	202603	2026	2026.1808											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	20	5	20	1.04324585759796	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20260306000000	https://www.southernhighlandnews.com.au/story/9191986/prosecutors-appeal-nazi-salute-sentence-for-ex-tv-star/
1292672410	20260306	202603	2026	2026.1808											BMUGOVBUS	DAVID ALLEN	BMU					GOV	BUS		0	181	181	18	4	-9.0	1	1	1	-7.39404869251575	0								3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20260306000000	https://www.abc10.com/article/news/local/california/elderly-parole-program-california/103-82d3f838-56d6-4ed6-9f9e-7754478dfb80
1292672411	20260306	202603	2026	2026.1808											BMUGOVBUS	DAVID ALLEN	BMU					GOV	BUS		0	181	181	18	4	-9.0	5	1	5	-7.39404869251575	0								3	Placer County, California, United States	US	USCA		39.0666	-120.768	277295	3	Placer County, California, United States	US	USCA		39.0666	-120.768	277295	20260306000000	https://www.abc10.com/article/news/local/california/elderly-parole-program-california/103-82d3f838-56d6-4ed6-9f9e-7754478dfb80
1292672412	20260306	202603	2026	2026.1808											BRA	BRAZIL	BRA								1	019	019	01	1	3.4	4	1	4	-0.14727540500736	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20260306000000	https://www.sandiegouniontribune.com/2026/03/05/berkshire-hathaway-new-ceo/
1292672413	20260306	202603	2026	2026.1808											BRA	BRAZIL	BRA								1	030	030	03	1	4.0	4	1	4	-0.14727540500736	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20260306000000	https://www.sandiegouniontribune.com/2026/03/05/berkshire-hathaway-new-ceo/
1292672414	20260306	202603	2026	2026.1808											BUS	COMPANIES						BUS			0	014	014	01	1	0.0	6	1	6	-2.9384756657484	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20260306000000	https://www.abc.net.au/news/2026-03-06/power-bills-iran-middle-east-war-compared-to-ukraine-2022/106417584
1292672415	20260306	202603	2026	2026.1808											BUS	BUSINESS						BUS			0	014	014	01	1	0.0	15	3	15	-1.17137200413275	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260306000000	https://www.sandiegouniontribune.com/2026/03/05/postal-service-congress-cash/
1292672416	20260306	202603	2026	2026.1808											BUS	INVESTOR						BUS			1	020	020	02	1	3.0	10	1	10	-1.52671755725191	0								0								0								20260306000000	https://www.cnbc.com/2026/03/05/morgan-stanleys-david-chen-its-wartime-not-peacetime-for-software.html
1292672417	20260306	202603	2026	2026.1808											BUS	COMPANIES						BUS			1	042	042	04	1	1.9	5	1	5	5.48523206751055	0								3	East Carolina University, North Carolina, United States	US	USNC		35.6004	-77.3644	1001035	3	East Carolina University, North Carolina, United States	US	USNC		35.6004	-77.3644	1001035	20260306000000	https://www.witn.com/2026/03/05/ecu-hosts-inaugural-manufacturing-career-fair/
1292672418	20260306	202603	2026	2026.1808											BUSCVL	BUSINESS						BUS	CVL		0	051	051	05	1	3.4	10	1	10	5.24967989756722	0								4	Waimakariri, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	172.7	-1520672	4	Waimakariri, New Zealand (general), New Zealand	NZ	NZ00	22392	-43.4	172.7	-1520672	20260306000000	https://www.scoop.co.nz/stories/BU2603/S00089/enterprise-north-canterbury-set-to-host-north-canterburys-first-business-summit.htm
1292672419	20260306	202603	2026	2026.1808											CAN	CANADA	CAN								0	036	036	03	1	4.0	2	1	2	2.94416243654822	0								4	Saskatoon, Saskatchewan, Canada	CA	CA11	154724	52.1333	-106.667	-573213	4	Saskatoon, Saskatchewan, Canada	CA	CA11	154724	52.1333	-106.667	-573213	20260306000000	https://thestarphoenix.com/news/saskatchewan/sask-party-government-under-fire-for-10-a-day-child-care-cutoff
1292672420	20260306	202603	2026	2026.1808											CHE	SWITZERLAND	CHE								0	046	046	04	1	7.0	6	3	6	-1.3215859030837	0								1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20260306000000	https://www.wuwf.org/2026-03-05/can-a-digital-tablet-cut-back-a-countrys-overuse-of-antibiotics
1292672421	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	036	036	03	1	4.0	4	1	4	4.71204188481675	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://www.wndu.com/2026/03/05/benton-harbor-elementary-school-pairs-marchs-reading-month-with-culinary-arts/
1292672422	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	040	040	04	1	1.0	44	11	44	-4.86165750211518	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260306000000	https://www.falmouthpacket.co.uk/news/national/25912814.labour-mp-suspended-husband-arrested-suspicion-spying-china/
1292672423	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	042	042	04	1	1.9	1	1	1	4.02542372881356	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20260306000000	https://b100quadcities.com/ixp/442/p/best-movie-theater-in-world/
1292672424	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	4.02542372881356	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	China	CH	CH		35	105	CH	20260306000000	https://b100quadcities.com/ixp/442/p/best-movie-theater-in-world/
1292672425	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	043	043	04	1	2.8	1	1	1	4.02542372881356	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://b100quadcities.com/ixp/442/p/best-movie-theater-in-world/
1292672426	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	090	090	09	2	-2.0	8	1	4	-1.50375939849624	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://labourlist.org/2026/03/joani-reid-resigns-labour-whip/
1292672427	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	112	112	11	3	-2.0	4	1	4	-1.50375939849624	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://labourlist.org/2026/03/joani-reid-resigns-labour-whip/
1292672428	20260306	202603	2026	2026.1808											CHN	CHINA	CHN								1	160	160	16	4	-4.0	4	1	4	-1.50375939849624	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://labourlist.org/2026/03/joani-reid-resigns-labour-whip/
1292672429	20260306	202603	2026	2026.1808											CHNCVL	CHINESE	CHN					CVL			1	172	172	17	4	-5.0	6	1	6	-0.86330935251799	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260306000000	https://wcbm.com/national-headline/rep-tom-tiffany-introduces-legislation-to-end-birthright-citizenship-loophole-being-exploited-by-china/
1292672430	20260306	202603	2026	2026.1808											CHR	CHRISTIAN				CHR					0	010	010	01	1	0.0	6	1	6	-4.28211586901763	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260306000000	https://www.timesleader.com/news/1734540/christ-is-king-becomes-a-loaded-phrase-in-us-political-debates-especially-on-the-right
1292672431	20260306	202603	2026	2026.1808											CHR	CHRISTIAN				CHR					1	051	051	05	1	3.4	2	1	2	-4.28211586901763	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260306000000	https://www.timesleader.com/news/1734540/christ-is-king-becomes-a-loaded-phrase-in-us-political-debates-especially-on-the-right
1292672432	20260306	202603	2026	2026.1808											CHR	CHRISTIAN				CHR					0	100	100	10	3	-5.0	6	1	6	-4.28211586901763	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20260306000000	https://www.timesleader.com/news/1734540/christ-is-king-becomes-a-loaded-phrase-in-us-political-debates-especially-on-the-right
1292672433	20260306	202603	2026	2026.1808											CHRCTH	CATHOLIC				CHR	CTH				0	043	043	04	1	2.8	10	1	10	-3.04136253041362	0								0								0								20260306000000	https://www.catholicculture.org/commentary/what-are-churchs-top-priorities/
