1295636489	20260316	202603	2026	2026.2082	AGR	FARMER						AGR													1	012	012	01	1	-0.4	2	1	2	-6.48464163822526	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636490	20260316	202603	2026	2026.2082	AGR	FARMER						AGR			USAMED	REUTERS	USA					MED			1	040	040	04	1	1.0	6	1	6	-6.48464163822526	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636491	20260316	202603	2026	2026.2082	CHE	SWISS	CHE								IRN	IRAN	IRN								0	120	120	12	3	-4.0	2	1	2	-2.8169014084507	1	Iraq	IZ	IZ		33	44	IZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20260323120000	https://www.themarysue.com/switzerland-just-pulled-the-plug-on-a-core-us-military-advantage-and-the-pentagon-is-scrambling-to-adjust/
1295636492	20260316	202603	2026	2026.2082	CHEGOV	SWISS	CHE					GOV			IRN	IRAN	IRN								0	120	120	12	3	-4.0	3	1	3	-2.8169014084507	1	Iraq	IZ	IZ		33	44	IZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20260323120000	https://www.themarysue.com/switzerland-just-pulled-the-plug-on-a-core-us-military-advantage-and-the-pentagon-is-scrambling-to-adjust/
1295636493	20260316	202603	2026	2026.2082	GOV	SECRETARY OF STATE						GOV			KHM	CAMBODIA	KHM								0	040	040	04	1	1.0	1	1	1	1.52671755725191	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20260323120000	https://www.newkerala.com/news/a/india-cambodia-discuss-expanding-multifaceted-cooperation-113.htm
1295636494	20260316	202603	2026	2026.2082	IRN	IRAN	IRN																		1	012	012	01	1	-0.4	4	1	4	-6.48464163822526	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636495	20260316	202603	2026	2026.2082	IRN	IRAN	IRN								USAMED	REUTERS	USA					MED			1	040	040	04	1	1.0	2	1	2	-6.48464163822526	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636496	20260316	202603	2026	2026.2082	IRN	IRAN	IRN								USAMED	REUTERS	USA					MED			1	040	040	04	1	1.0	2	1	2	-6.48464163822526	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636497	20260316	202603	2026	2026.2082	KHM	CAMBODIA	KHM								GOV	SECRETARY OF STATE						GOV			0	040	040	04	1	1.0	1	1	1	1.52671755725191	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20260323120000	https://www.newkerala.com/news/a/india-cambodia-discuss-expanding-multifaceted-cooperation-113.htm
1295636498	20260316	202603	2026	2026.2082	TONCOP	TONGA	TON					COP			TON	TONGA	TON								1	173	173	17	4	-5.0	4	1	4	-11.5183246073298	4	Vaini, Tongatapu, Tonga	TN	TN02	27407	-21.2	-175.2	-2778471	4	Vaini, Tongatapu, Tonga	TN	TN02	27407	-21.2	-175.2	-2778471	4	Vaini, Tongatapu, Tonga	TN	TN02	27407	-21.2	-175.2	-2778471	20260323120000	https://matangitonga.to/2026/03/23/four-arrested-after-anana-shooting-incident
1295636499	20260316	202603	2026	2026.2082	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	6	1	6	1.52671755725191	3	Whitmore Park, Utah, United States	US	USUT	UT007	39.7511	-110.624	1434222	0								3	Whitmore Park, Utah, United States	US	USUT		39.7511	-110.624	1434222	20260323120000	https://www.progressiverailroading.com/railPrime/details/STB-issues-environmental-document-for-proposed-Utah-rail-line-1122020--75703
1295636500	20260316	202603	2026	2026.2082	USA	MISSISSIPPI	USA																		1	042	042	04	1	1.9	1	1	1	-0.99944475291505	4	Qianfan, Anhui, China	CH	CH01	12998	31.9099	118.312	10527934	0								4	Qianfan, Anhui, China	CH	CH01	12998	31.9099	118.312	10527934	20260323120000	https://www.scientificamerican.com/podcast/episode/spring-heat-dome-a-blow-to-rfk-jr-s-health-agenda-spacex-starlink-milestone/
1295636501	20260316	202603	2026	2026.2082	USAMED	REUTERS	USA					MED			AGR	FARMER						AGR			1	040	040	04	1	1.0	4	1	4	-6.48464163822526	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636502	20260316	202603	2026	2026.2082	USAMED	REUTERS	USA					MED			AGR	FARMER						AGR			1	040	040	04	1	1.0	2	1	2	-6.48464163822526	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636503	20260316	202603	2026	2026.2082	USAMED	REUTERS	USA					MED			IRN	IRAN	IRN								1	040	040	04	1	1.0	4	1	4	-6.48464163822526	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Misgav Am, Ha?afon, Israel	IS	IS03	18314	33.2474	35.5489	-780737	20260323120000	https://english.aawsat.com/arab-world/5254293-first-israeli-civilian-killed-lebanon-border-war-was-hit-israeli-fire
1295636504	20260323	202603	2026	2026.2274											AZE	AZERBAIJANI	AZE								1	045	045	04	1	5.0	7	1	7	9.34579439252336	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20260323120000	http://today.az/news/society/266652.html
1295636505	20260323	202603	2026	2026.2274											AZE	AZERBAIJANI	AZE								1	045	045	04	1	5.0	1	1	1	9.34579439252336	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	1	Pakistan	PK	PK		30	70	PK	20260323120000	http://today.az/news/society/266652.html
1295636506	20260323	202603	2026	2026.2274											BEL	BRUSSELS	BEL								1	061	061	06	2	6.4	4	1	4	-0.95057034220533	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20260323120000	https://www.express.co.uk/news/politics/2185392/keir-starmer-brexit-betrayal-eu
1295636507	20260323	202603	2026	2026.2274											BEL	BRUSSELS	BEL								1	061	061	06	2	6.4	6	1	6	-0.95057034220533	0								4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	4	Greater Manchester, United Kingdom (general), United Kingdom	UK	UK00	40111	53.45	-2.23333	-2597513	20260323120000	https://www.express.co.uk/news/politics/2185392/keir-starmer-brexit-betrayal-eu
1295636508	20260323	202603	2026	2026.2274											BUS	COMPANIES						BUS			0	020	020	02	1	3.0	8	1	8	1.89753320683112	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20260323120000	https://www.businesstimes.com.sg/singapore/chinas-latest-five-year-plan-opens-co-creation-opportunities-singapore-companies
1295636509	20260323	202603	2026	2026.2274											BUS	INVESTOR						BUS			0	042	042	04	1	1.9	2	1	2	2.50696378830083	0								1	China	CH	CH		35	105	CH	1	Hong Kong	HK	HK		22.25	114.166667	HK	20260323120000	https://www.thehindu.com/brandhub/pr-release/milken-institute-kicks-off-third-global-investors-symposium-in-hong-kong/article70775172.ece
1295636510	20260323	202603	2026	2026.2274											BUS	BUSINESS EXECUTIVE						BUS			1	043	043	04	1	2.8	10	1	10	1.89753320683112	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20260323120000	https://www.businesstimes.com.sg/singapore/chinas-latest-five-year-plan-opens-co-creation-opportunities-singapore-companies
1295636511	20260323	202603	2026	2026.2274											BUS	COMPANIES						BUS			0	130	130	13	3	-4.4	8	1	8	1.89753320683112	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20260323120000	https://www.businesstimes.com.sg/singapore/chinas-latest-five-year-plan-opens-co-creation-opportunities-singapore-companies
1295636512	20260323	202603	2026	2026.2274											CAN	MONTREAL	CAN								0	042	042	04	1	1.9	4	1	4	-5.02392344497608	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	3	Laguardia Airport, New York, United States	US	USNY		40.7761	-73.8727	973546	20260323120000	http://www.bgnes.com/society/airplane-and-fire-truck-collide-on-runway-at-laguardia-airport-in-new-york-pilot-and-co-pilot-killed
1295636513	20260323	202603	2026	2026.2274											COP	DEPUTY						COP			0	043	043	04	1	2.8	3	1	3	2.53456221198157	0								4	Hasakeh, Al ?asakah, Syria	SY	SY01	26354	36.5024	40.7477	-2538087	4	Hasakeh, Al ?asakah, Syria	SY	SY01	26354	36.5024	40.7477	-2538087	20260323120000	https://english.aawsat.com/arab-world/5254241-sharaa-receives-kurdish-delegation-eid-nowruz-cultural-diversity-source-syria%E2%80%99s
1295636514	20260323	202603	2026	2026.2274											COP	POLICE						COP			1	043	043	04	1	2.8	2	1	2	-11.5183246073298	0								4	Vaini, Tongatapu, Tonga	TN	TN02	27407	-21.2	-175.2	-2778471	4	Vaini, Tongatapu, Tonga	TN	TN02	27407	-21.2	-175.2	-2778471	20260323120000	https://matangitonga.to/2026/03/23/four-arrested-after-anana-shooting-incident
1295636515	20260323	202603	2026	2026.2274											COP	POLICE						COP			0	1125	112	11	3	-2.0	2	1	2	-2.51968503937008	0								1	Cameroon	CM	CM		6	12	CM	1	Cameroon	CM	CM		6	12	CM	20260323120000	https://www.stlmag.com/news/armande-rhea-namegni-ice-phelps/
1295636516	20260323	202603	2026	2026.2274											COP	POLICE						COP			0	1125	112	11	3	-2.0	8	1	8	-2.51968503937008	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260323120000	https://www.stlmag.com/news/armande-rhea-namegni-ice-phelps/
1295636517	20260323	202603	2026	2026.2274											CRM	CULPRIT						CRM			1	042	042	04	1	1.9	10	1	10	-4.88721804511278	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20260323120000	https://www.soompi.com/article/1827236wpp/esom-is-a-determined-prosecutor-who-refuses-to-bury-case-despite-pressure-in-new-film-the-ultimate-duo
1295636518	20260323	202603	2026	2026.2274											CVL	CITIZEN						CVL			1	042	042	04	1	1.9	6	1	6	-1.57232704402515	0								1	Georgia	GG	GG		41.999981	43.499905	GG	1	Georgia	GG	GG		41.999981	43.499905	GG	20260323120000	https://921wlhr.com/gov-kemp-signs-tax-rebate-gas-tax-moratorium-bills/
1295636519	20260323	202603	2026	2026.2274											CVL	MIGRANT						CVL			1	173	173	17	4	-5.0	10	1	10	-3.66379310344827	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260323120000	https://www.express.co.uk/news/uk/2185291/migrant-shoots-student-dead
1295636520	20260323	202603	2026	2026.2274											EDU	SCHOOL						EDU			1	012	012	01	1	-0.4	10	1	10	-4.68085106382978	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260323120000	https://www.freepressjournal.in/education/congress-mp-rajani-ashokrao-patil-urges-strict-rules-to-curb-soaring-private-school-fees
1295636521	20260323	202603	2026	2026.2274											EDU	UNIVERSITY						EDU			1	030	030	03	1	4.0	5	1	5	0.10183299389002	0								3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	20260323120000	https://newuniversity.org/2026/03/18/uaw-4811-conducts-systemwide-picket-reaches-tentative-agreement-the-next-day/
1295636522	20260323	202603	2026	2026.2274											EDU	STUDENT						EDU			1	043	043	04	1	2.8	5	1	5	4.46927374301676	0								4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	20260323120000	https://www.freepressjournal.in/indore/indore-news-2nd-international-conference-on-engineering-science-management-from-april-10
1295636523	20260323	202603	2026	2026.2274											ESP	TOLEDO	ESP								0	040	040	04	1	1.0	3	1	3	-0.95238095238095	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20260323120000	https://www.westhawaiitoday.com/2026/03/23/hawaii-news/more-pushback-on-county-housing-plan/
1295636524	20260323	202603	2026	2026.2274											ESP	SPAIN	ESP								0	043	043	04	1	2.8	1	1	1	1.01419878296146	0								1	Spain	SP	SP		40	-4	SP	1	United States	US	US		39.828175	-98.5795	US	20260323120000	https://www.thetelegraphandargus.co.uk/news/25957682.tapas-tunes-restaurant-otley-looking-new-owners/
1295636525	20260323	202603	2026	2026.2274											EUR	EUROPEAN	EUR								1	013	013	01	1	0.4	10	1	10	4.36781609195402	0								4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20260323120000	https://www.miragenews.com/applications-open-for-202627-chevening-library-1642101/
1295636526	20260323	202603	2026	2026.2274											EUR	EUROPEAN	EUR								1	070	070	07	2	7.0	5	1	5	4.36781609195402	0								4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20260323120000	https://www.miragenews.com/applications-open-for-202627-chevening-library-1642101/
1295636527	20260323	202603	2026	2026.2274											FIN	FINN	FIN								0	036	036	03	1	4.0	3	1	3	2.93772032902468	0								4	Devonport, Plymouth, United Kingdom	UK	UKK4	40104	50.3667	-4.18333	-2594320	4	Devonport, Plymouth, United Kingdom	UK	UKK4	40104	50.3667	-4.18333	-2594320	20260323120000	https://www.plymouthherald.co.uk/news/plymouth-news/major-announcement-plymouth-city-centre-10880813
1295636528	20260323	202603	2026	2026.2274											GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	1	1	1	2.93772032902468	0								4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	4	Bedfordshire, United Kingdom (general), United Kingdom	UK	UK00	40124	52	-0.5	-2589547	20260323120000	https://www.plymouthherald.co.uk/news/plymouth-news/major-announcement-plymouth-city-centre-10880813
1295636529	20260323	202603	2026	2026.2274											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	2	1	2	-3.57142857142857	0								4	Cavehill, Belfast, United Kingdom	UK	UKR3	40163	54.65	-5.95	-2592125	4	Cavehill, Belfast, United Kingdom	UK	UKR3	40163	54.65	-5.95	-2592125	20260323120000	https://www.standard.co.uk/news/uk/police-belfast-noah-b1276062.html
1295636530	20260323	202603	2026	2026.2274											GBR	UNITED KINGDOM	GBR								1	112	112	11	3	-2.0	2	1	2	-4.51977401129943	0								4	Solihull, Solihull, United Kingdom	UK	UKM2	40136	52.4167	-1.78333	-2608104	4	Solihull, Solihull, United Kingdom	UK	UKM2	40136	52.4167	-1.78333	-2608104	20260323120000	https://www.coventrytelegraph.net/news/local-news/warwickshire-council-leaders-accused-loud-33642572
1295636531	20260323	202603	2026	2026.2274											GBR	UNITED KINGDOM	GBR								1	112	112	11	3	-2.0	6	1	6	-4.51977401129943	0								5	Warwickshire, Warwickshire, United Kingdom	UK	UKP3	40135	52.3333	-1.58333	-2610946	5	Warwickshire, Warwickshire, United Kingdom	UK	UKP3	40135	52.3333	-1.58333	-2610946	20260323120000	https://www.coventrytelegraph.net/news/local-news/warwickshire-council-leaders-accused-loud-33642572
1295636532	20260323	202603	2026	2026.2274											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	4	1	4	-2.0618556701031	0								4	East Heslerton, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-0.583333	-2595195	4	East Heslerton, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-0.583333	-2595195	20260323120000	https://www.gazetteherald.co.uk/news/25959447.man-court-incident-east-heslerton-level-crossing/
1295636533	20260323	202603	2026	2026.2274											GOV	AUTHORITIES						GOV			0	014	014	01	1	0.0	2	1	2	-7.72251308900524	0								3	Camden County, Georgia, United States	US	USGA		30.9502	-81.6665	1671316	3	Camden County, Georgia, United States	US	USGA		30.9502	-81.6665	1671316	20260323120000	https://www.themarysue.com/georgia-womans-nightmare-takes-chilling-turn-as-police-bring-shocking-murder-charge-for-abortion-pills/
1295636534	20260323	202603	2026	2026.2274											GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	48	6	48	-3.61990950226244	0								1	Greenland	GL	GL		72	-40	GL	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260323120000	https://www.malverngazette.co.uk/news/national/25958762.keir-starmer-consider-every-lever-available-iran-cost-of-living-crisis/
1295636535	20260323	202603	2026	2026.2274											GOV	AUTHORITIES						GOV			0	020	020	02	1	3.0	10	1	10	-7.87401574803149	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20260323120000	https://fox23maine.com/news/local/reward-offered-for-information-about-dog-shot-and-killed-in-turner-maine-crime-zeke-animal-cruelty
1295636536	20260323	202603	2026	2026.2274											GOV	MINIST OF FOREIGN AFFAIRS						GOV			1	040	040	04	1	1.0	4	1	4	1.52671755725191	0								4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20260323120000	https://www.newkerala.com/news/a/india-cambodia-discuss-expanding-multifaceted-cooperation-113.htm
1295636537	20260323	202603	2026	2026.2274											GOV	MINIST OF FOREIGN AFFAIRS						GOV			1	040	040	04	1	1.0	6	1	6	1.52671755725191	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20260323120000	https://www.newkerala.com/news/a/india-cambodia-discuss-expanding-multifaceted-cooperation-113.htm
1295636538	20260323	202603	2026	2026.2274											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	48	6	48	-3.61990950226244	0								1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20260323120000	https://www.malverngazette.co.uk/news/national/25958762.keir-starmer-consider-every-lever-available-iran-cost-of-living-crisis/
1295636539	20260323	202603	2026	2026.2274											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	6	1	6	-4.98873511425813	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260323120000	https://www.bankingnews.gr/diethni/articles/864015/iran-and-us-trade-threats-as-tensions-flare-in-the-persian-gulf
1295636540	20260323	202603	2026	2026.2274											GOV	AUTHORITIES						GOV			0	190	190	19	4	-10.0	2	1	2	-7.72251308900524	0								3	Camden County, Georgia, United States	US	USGA		30.9502	-81.6665	1671316	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20260323120000	https://www.themarysue.com/georgia-womans-nightmare-takes-chilling-turn-as-police-bring-shocking-murder-charge-for-abortion-pills/
1295636541	20260323	202603	2026	2026.2274											GOV	ADMINISTRATION						GOV			0	190	190	19	4	-10.0	6	1	6	-4.65116279069767	0								3	Columbia University, New York, United States	US	USNY		40.809	-73.9613	947193	3	Columbia University, New York, United States	US	USNY		40.809	-73.9613	947193	20260323120000	https://www.aljazeera.com/news/2026/3/23/threats-over-iran-war-bare-trump-efforts-to-transform-free-speech-experts
1295636542	20260323	202603	2026	2026.2274											GOV	AUTHORITIES						GOV			0	190	190	19	4	-10.0	8	1	8	-7.72251308900524	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20260323120000	https://www.themarysue.com/georgia-womans-nightmare-takes-chilling-turn-as-police-bring-shocking-murder-charge-for-abortion-pills/
1295636543	20260323	202603	2026	2026.2274											GOVENV	MINIST OF MINERAL RESOURCES						GOV	ENV		1	1014	101	10	3	-5.0	10	1	10	-1.16618075801749	0								0								0								20260323120000	https://www.ofm.co.za/article/centralsa/341098/all-five-bodies-trapped-at-ekapa-mine-now-recovered-
1295636544	20260323	202603	2026	2026.2274											HLH	PHYSICIAN						HLH			0	013	013	01	1	0.4	10	1	10	0.8382229673093	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20260323120000	https://www.manilatimes.net/2026/03/23/tmt-newswire/globenewswire/algernon-to-open-the-first-brain-dedicated-pet-scanning-clinic-in-the-us-at-the-hca-florida-university-medical-office-building/2305387
