1295814554	20260222	202602	2026	2026.1425	IRN	IRANIAN	IRN								USA	UNITED STATES	USA								0	060	060	06	2	6.0	4	1	4	-3.06513409961686	4	Mohammad Reza, Sistan va Baluchestan, Iran	IR	IR04	41090	27.2942	61.3981	-3075547	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Mohammad Reza, Sistan va Baluchestan, Iran	IR	IR04	41090	27.2942	61.3981	-3075547	20260324120000	https://www.westhawaiitoday.com/2026/03/24/nation-world-news/trump-faces-blowback-on-easing-iran-oil-sanctions/
1295814555	20260222	202602	2026	2026.1425	JUD	FEDERAL COURT						JUD			COP	PRISON						COP			0	173	173	17	4	-5.0	10	1	10	-6.43274853801173	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20260324120000	https://www.yahoo.com/news/articles/detroit-woman-pleads-guilty-wire-113130690.html
1295814556	20260317	202603	2026	2026.2110											AUS	AUSTRALIA	AUS								0	120	120	12	3	-4.0	4	1	4	0.85106382978723	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20260324120000	https://www.dungogchronicle.com.au/story/9206508/jerry-schwartz-commits-to-three-year-newcastle-post-office-finish/
1295814557	20260317	202603	2026	2026.2110	AUS	AUSTRALIA	AUS																		0	120	120	12	3	-4.0	4	1	4	0.85106382978723	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20260324120000	https://www.dungogchronicle.com.au/story/9206508/jerry-schwartz-commits-to-three-year-newcastle-post-office-finish/
1295814558	20260317	202603	2026	2026.2110	BUS	COMPANY						BUS													1	071	071	07	2	7.4	5	1	5	3.46820809248555	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20260324120000	https://shipandbunker.com/news/emea/243877-bunker-jobs-totalenergies-seeks-lng-bunker-trader-europe-in-geneva
1295814559	20260317	202603	2026	2026.2110	FRA	LILLE	FRA																		1	043	043	04	1	2.8	20	1	20	0.904443838604145	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20260324120000	https://deadline.com/print-article/1236763951/
1295814560	20260317	202603	2026	2026.2110	IRN	IRAN	IRN								GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		1	186	186	18	4	-10.0	10	1	10	-7.06371191135734	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20260324120000	https://www.el-balad.com/16891101
1295814561	20260317	202603	2026	2026.2110	ISR	ISRAELI	ISR								GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		1	190	190	19	4	-10.0	6	1	6	-6.20437956204379	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260324120000	https://www.moneycontrol.com/world/iran-appoints-zolghadr-as-security-chief-after-larijani-killing-amid-escalating-regional-tensions-article-13869387.html
1295814562	20260317	202603	2026	2026.2110	JUD	FEDERAL JUDGE						JUD			USA	MARYLAND	USA								0	100	100	10	3	-5.0	4	1	4	-1.18694362017804	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20260324120000	https://blackamericaweb.com/2026/03/23/maryland-ice-detention-center-roundtable/
1295814563	20260317	202603	2026	2026.2110	JUD	FEDERAL JUDGE						JUD			USAGOV	MARYLAND	USA					GOV			0	100	100	10	3	-5.0	6	1	6	-1.18694362017804	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20260324120000	https://blackamericaweb.com/2026/03/23/maryland-ice-detention-center-roundtable/
1295814564	20260323	202603	2026	2026.2274	GOV	EXTERNAL AFFAIRS MINIST						GOV			IGOPGSGCCGOV	GULF COOPERATION COUNCIL	PGS	GCC				IGO	GOV		1	040	040	04	1	1.0	2	1	2	-0.18621973929236	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260324120000	https://aninews.in/news/world/asia/discussed-situation-in-west-asia-and-its-impact-on-international-economy-mea-on-jaishankars-outreach20260324170734/
1295814565	20260323	202603	2026	2026.2274	GOV	EXTERNAL AFFAIRS MINIST						GOV			IGOPGSGCCGOV	GULF COOPERATION COUNCIL	PGS	GCC				IGO	GOV		1	040	040	04	1	1.0	8	1	8	-0.18621973929236	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	Germany	GM	GM		51.5	10.5	GM	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260324120000	https://aninews.in/news/world/asia/discussed-situation-in-west-asia-and-its-impact-on-international-economy-mea-on-jaishankars-outreach20260324170734/
1295814566	20260323	202603	2026	2026.2274	IGOPGSGCCGOV	GULF COOPERATION COUNCIL	PGS	GCC				IGO	GOV		GOV	EXTERNAL AFFAIRS MINIST						GOV			1	040	040	04	1	1.0	10	1	10	-0.18621973929236	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20260324120000	https://aninews.in/news/world/asia/discussed-situation-in-west-asia-and-its-impact-on-international-economy-mea-on-jaishankars-outreach20260324170734/
1295814567	20260323	202603	2026	2026.2274	OPP	THE OPPOSITION						OPP													1	010	010	01	1	0.0	10	1	10	-1.83028286189684	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260324120000	https://aninews.in/news/national/politics/text-brimming-with-self-praise-jairam-ramesh-criticises-pm-modis-rajya-sabha-address-on-west-asia-conflict20260324164901/
1295814568	20260323	202603	2026	2026.2274	OPP	THE OPPOSITION						OPP													1	120	120	12	3	-4.0	10	1	10	-1.83028286189684	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260324120000	https://aninews.in/news/national/politics/text-brimming-with-self-praise-jairam-ramesh-criticises-pm-modis-rajya-sabha-address-on-west-asia-conflict20260324164901/
1295814569	20260324	202603	2026	2026.2301											ARE	ABU DHABI	ARE								1	057	057	05	1	8.0	10	1	10	10.989010989011	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20260324120000	http://www.bignewsnetwork.com/news/278941071/zayed-authority-for-people-of-determination-signs-agreement-to-strengthen-psychological-family-support-system
1295814570	20260324	202603	2026	2026.2301											AUS	AUSTRALIA	AUS								0	036	036	03	1	4.0	4	1	4	0.85106382978723	0								4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	4	Dungog, New South Wales, Australia	AS	AS02	5096	-32.4003	151.758	-1570971	20260324120000	https://www.dungogchronicle.com.au/story/9206508/jerry-schwartz-commits-to-three-year-newcastle-post-office-finish/
1295814571	20260324	202603	2026	2026.2301											BGD	BANGLADESH	BGD								0	014	014	01	1	0.0	1	1	1	-3.51906158357771	0								4	Khulna, Khulna, Bangladesh	BG	BG82	5799	22.815	89.5622	211365	4	Boyra, Khulna, Bangladesh	BG	BG82	5799	22.8404	89.5276	10827640	20260324120000	https://ianslive.in/fuel-supply-in-bangladesh-faces-disruption-due-to-rise-in-demand-energy-minister--20260324155707
1295814572	20260324	202603	2026	2026.2301											BGD	BANGLADESH	BGD								0	014	014	01	1	0.0	1	1	1	-3.51906158357771	0								4	Khulna, Khulna, Bangladesh	BG	BG82	5799	22.815	89.5622	211365	4	Khulna, Khulna, Bangladesh	BG	BG82	5799	22.815	89.5622	211365	20260324120000	https://ianslive.in/fuel-supply-in-bangladesh-faces-disruption-due-to-rise-in-demand-energy-minister--20260324155707
1295814573	20260324	202603	2026	2026.2301											BHR	BAHRAIN	BHR								1	111	111	11	3	-2.0	5	1	5	-3.50194552529182	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260324120000	https://www.aljazeera.com/news/2026/3/24/amazon-says-aws-bahrain-region-disrupted-following-drone-activity
1295814574	20260324	202603	2026	2026.2301											BHR	BAHRAIN	BHR								1	111	111	11	3	-2.0	5	1	5	-3.50194552529182	0								1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20260324120000	https://www.aljazeera.com/news/2026/3/24/amazon-says-aws-bahrain-region-disrupted-following-drone-activity
1295814575	20260324	202603	2026	2026.2301											BUS	BANK						BUS			1	013	013	01	1	0.4	5	1	5	1.65413533834586	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20260324120000	https://techcabal.com/2026/03/24/littlefish-raises-9-5-million/
1295814576	20260324	202603	2026	2026.2301											BUS	COMPANY						BUS			0	036	036	03	1	4.0	5	1	5	8.28804347826087	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20260324120000	https://www.finanznachrichten.de/nachrichten-2026-03/68021912-vheda-health-ranked-10-on-fast-company-s-2026-most-innovative-companies-list-200.htm
1295814577	20260324	202603	2026	2026.2301											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	10	1	10	2.56410256410257	0								4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20260324120000	https://www.theconstructionindex.co.uk/tenders/view/34223
1295814578	20260324	202603	2026	2026.2301											BUS	TRADER						BUS			1	051	051	05	1	3.4	5	1	5	1.87265917602997	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20260324120000	https://aninews.in/news/business/market-momentum-shifts-upward-amid-bullish-global-cues20260324162444/
1295814579	20260324	202603	2026	2026.2301											CAN	MANITOBA	CAN								1	031	031	03	1	5.2	5	1	5	4.23280423280423	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260324120000	https://steinbachonline.com/articles/steinbach-awards-43m-lift-station-upgrade-contract
1295814580	20260324	202603	2026	2026.2301											CAN	CANADA	CAN								1	042	042	04	1	1.9	1	1	1	0.58365758754864	0								4	Detour Lake, Northwest Territories, Canada	CA	CA13	25042	62.65	-112.917	-563554	4	Detour Lake, Northwest Territories, Canada	CA	CA13	25042	62.65	-112.917	-563554	20260324120000	https://www.finanznachrichten.de/nachrichten-2026-03/68021921-nuvau-minerals-inc-nuvau-launches-17-500-metre-drill-program-at-matagami-296.htm
1295814581	20260324	202603	2026	2026.2301											CAN	CANADA	CAN								1	042	042	04	1	1.9	7	1	7	0.58365758754864	0								4	Matagami, Quebec, Canada	CA	CA10	12776	49.75	-77.6333	-568829	4	Detour Lake, Northwest Territories, Canada	CA	CA13	25042	62.65	-112.917	-563554	20260324120000	https://www.finanznachrichten.de/nachrichten-2026-03/68021921-nuvau-minerals-inc-nuvau-launches-17-500-metre-drill-program-at-matagami-296.htm
1295814582	20260324	202603	2026	2026.2301											CHN	CHINA	CHN								0	014	014	01	1	0.0	4	1	4	-8.69183494293242	0								4	Xining, Qinghai, China	CH	CH06	13211	36.6167	101.767	-1933729	4	Xining, Qinghai, China	CH	CH06	13211	36.6167	101.767	-1933729	20260324120000	https://tibet.net/released-after-months-in-chinese-custody-tibetan-monk-zega-gyatsos-deteriorating-health-exposes-ongoing-torture-and-mistreatment-of-tibetan-prisoners/
1295814583	20260324	202603	2026	2026.2301											CHN	NANJING	CHN								0	043	043	04	1	2.8	1	1	1	3.15560391730142	0								4	Nanjing, Jiangsu, China	CH	CH04	13144	32.0617	118.778	-1919548	4	Nanjing, Jiangsu, China	CH	CH04	13144	32.0617	118.778	-1919548	20260324120000	https://www.manilatimes.net/2026/03/24/tmt-newswire/plentisoft/bond-with-treasures-the-ding-long-adrift-preserves-history-and-embodies-inheritance/2306303
1295814584	20260324	202603	2026	2026.2301											CHN	NANJING	CHN								0	043	043	04	1	2.8	1	1	1	3.15560391730142	0								4	Yushan, Jiangsu, China	CH	CH04	13151	32.787	118.548	11419493	4	Yushan, Jiangsu, China	CH	CH04	13151	32.787	118.548	11419493	20260324120000	https://www.manilatimes.net/2026/03/24/tmt-newswire/plentisoft/bond-with-treasures-the-ding-long-adrift-preserves-history-and-embodies-inheritance/2306303
1295814585	20260324	202603	2026	2026.2301											CHN	CHINA	CHN								0	061	061	06	2	6.4	6	1	6	0.0650618087182804	0								4	Pu-Erh, Yunnan, China	CH	CH29	13310	23.0405	101.037	-1920243	4	Pu-Erh, Yunnan, China	CH	CH29	13310	23.0405	101.037	-1920243	20260324120000	https://vietnamnet.vn/en/a-mountain-tea-finding-its-place-in-the-world-2499666.html
1295814586	20260324	202603	2026	2026.2301											CHN	CHINA	CHN								0	061	061	06	2	6.4	1	1	1	0.0650618087182804	0								4	Sung Do, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.5872	126.615	6335667	4	Pu-Erh, Yunnan, China	CH	CH29	13310	23.0405	101.037	-1920243	20260324120000	https://vietnamnet.vn/en/a-mountain-tea-finding-its-place-in-the-world-2499666.html
1295814587	20260324	202603	2026	2026.2301											CHN	CHINA	CHN								0	061	061	06	2	6.4	3	1	3	0.0650618087182804	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20260324120000	https://vietnamnet.vn/en/a-mountain-tea-finding-its-place-in-the-world-2499666.html
1295814588	20260324	202603	2026	2026.2301											CHN	CHINA	CHN								0	084	084	08	2	7.0	4	1	4	-8.69183494293242	0								4	Xining, Qinghai, China	CH	CH06	13211	36.6167	101.767	-1933729	4	Xining, Qinghai, China	CH	CH06	13211	36.6167	101.767	-1933729	20260324120000	https://tibet.net/released-after-months-in-chinese-custody-tibetan-monk-zega-gyatsos-deteriorating-health-exposes-ongoing-torture-and-mistreatment-of-tibetan-prisoners/
1295814589	20260324	202603	2026	2026.2301											CHNEDU	NANJING	CHN					EDU			0	043	043	04	1	2.8	6	1	6	3.15560391730142	0								4	Nanjing, Jiangsu, China	CH	CH04	13144	32.0617	118.778	-1919548	4	Nanjing, Jiangsu, China	CH	CH04	13144	32.0617	118.778	-1919548	20260324120000	https://www.manilatimes.net/2026/03/24/tmt-newswire/plentisoft/bond-with-treasures-the-ding-long-adrift-preserves-history-and-embodies-inheritance/2306303
1295814590	20260324	202603	2026	2026.2301											COP	DETECTIVE						COP			0	010	010	01	1	0.0	2	1	2	-6.38020833333333	0								4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20260324120000	https://www.leicestermercury.co.uk/news/leicester-news/chilling-interview-smirking-killer-who-10882716
1295814591	20260324	202603	2026	2026.2301											COP	POLICE						COP			1	042	042	04	1	1.9	10	1	10	-4.22077922077922	0								4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	4	Kharg Island, Bushehr, Iran	IR	IR22	40962	29.2458	50.3158	-3070760	20260324120000	https://www.pressdemocrat.com/2026/03/24/letters-to-the-editor-tuesday-march-24/
1295814592	20260324	202603	2026	2026.2301											COP	POLICE						COP			0	190	190	19	4	-10.0	10	1	10	-5.92648162040511	0								3	Presbyterian Hospital, New Jersey, United States	US	USNJ		40.7515	-74.1935	1989883	3	Presbyterian Hospital, New Jersey, United States	US	USNJ		40.7515	-74.1935	1989883	20260324120000	https://www.westhawaiitoday.com/2026/03/24/nation-world-news/in-laguardia-crash-that-killed-2-call-to-stop-came-too-late/
1295814593	20260324	202603	2026	2026.2301											COP	POLICE						COP			1	193	193	19	4	-10.0	10	1	10	-4.22077922077922	0								3	Cotati, California, United States	US	USCA	CA097	38.3269	-122.707	1655927	3	Cotati, California, United States	US	USCA	CA097	38.3269	-122.707	1655927	20260324120000	https://www.pressdemocrat.com/2026/03/24/letters-to-the-editor-tuesday-march-24/
1295814594	20260324	202603	2026	2026.2301											EGY	SINAI	EGY								1	043	043	04	1	2.8	1	1	1	1.86335403726708	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20260324120000	http://www.washingtonjewishweek.com/bethesdas-rabbi-jonah-pesner-spearheads-social-justice-through-jewish-lens/
1295814595	20260324	202603	2026	2026.2301											EUR	EUROPE	EUR								1	190	190	19	4	-10.0	10	1	10	-1.90476190476191	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20260324120000	https://magyarnemzet.hu/english/2026/03/masolat-orban-viktor-a-patriota-nagygyulesen-mi-nyiltan-beszelunk-arrol-hogy-at-akarjuk-venni-az-europai-unio-iranyitasat-2
1295814596	20260324	202603	2026	2026.2301											FRA	FRANCE	FRA								1	112	112	11	3	-2.0	8	1	8	-3.80116959064327	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260324120000	https://www.lemonde.fr/en/france/article/2026/03/24/french-judge-probes-former-eu-border-chief-for-complicity-in-crimes-against-humanity_6751767_7.html
1295814597	20260324	202603	2026	2026.2301											FRA	FRANCE	FRA								1	112	112	11	3	-2.0	2	1	2	-3.80116959064327	0								1	Greece	GR	GR		39	22	GR	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20260324120000	https://www.lemonde.fr/en/france/article/2026/03/24/french-judge-probes-former-eu-border-chief-for-complicity-in-crimes-against-humanity_6751767_7.html
1295814598	20260324	202603	2026	2026.2301											FRAREL	FRANCE	FRA								1	193	193	19	4	-10.0	2	1	2	-3.27868852459016	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260324120000	https://article.wn.com/view/2026/03/24/On_this_day_First_closeup_picture_of_Planet_Mercury_in_1974/
1295814599	20260324	202603	2026	2026.2301											GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	8	1	8	-1.53310104529617	0								4	New Milton, Hampshire, United Kingdom	UK	UKF2	40112	50.7333	-1.65	-2604030	4	New Milton, Hampshire, United Kingdom	UK	UKF2	40112	50.7333	-1.65	-2604030	20260324120000	https://www.mirror.co.uk/3am/celebrity-news/like-mel-schilling-spotted-bathroom-36914433
1295814600	20260324	202603	2026	2026.2301											GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	2	1	2	-1.53310104529617	0								1	Australia	AS	AS		-25	135	AS	4	New Milton, Hampshire, United Kingdom	UK	UKF2	40112	50.7333	-1.65	-2604030	20260324120000	https://www.mirror.co.uk/3am/celebrity-news/like-mel-schilling-spotted-bathroom-36914433
1295814601	20260324	202603	2026	2026.2301											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	10	1	10	-1.53310104529617	0								5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20260324120000	https://www.mirror.co.uk/3am/celebrity-news/like-mel-schilling-spotted-bathroom-36914433
1295814602	20260324	202603	2026	2026.2301											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	10	1	10	-4.14012738853503	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20260324120000	https://www.dailystar.co.uk/news/latest-news/ryanair-flight-mid-air-emergency-36913999
1295814603	20260324	202603	2026	2026.2301											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	-4.14012738853503	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Sandefjord, Vestfold, Norway	NO	NO20	23558	59.1333	10.2333	-277110	20260324120000	https://www.dailystar.co.uk/news/latest-news/ryanair-flight-mid-air-emergency-36913999
1295814604	20260324	202603	2026	2026.2301											GBR	MANCHESTER	GBR								0	043	043	04	1	2.8	2	1	2	-4.02684563758389	0								4	Sandefjord, Vestfold, Norway	NO	NO20	23558	59.1333	10.2333	-277110	4	Sandefjord, Vestfold, Norway	NO	NO20	23558	59.1333	10.2333	-277110	20260324120000	https://www.dailystar.co.uk/news/latest-news/air-force-b-52-bomber-36913613
1295814605	20260324	202603	2026	2026.2301											GBR	UNITED KINGDOM	GBR								0	100	100	10	3	-5.0	4	1	4	-3.78947368421053	0								5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20260324120000	https://www.huffingtonpost.co.uk/entry/farage-urged-to-sack-reform-candidate-after-insulting-remarks_uk_69c268f0e4b0d6f3fb8dae6d
1295814606	20260324	202603	2026	2026.2301											GOV	SECURITY COUNCIL						GOV			1	036	036	03	1	4.0	10	1	10	-3.7037037037037	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20260324120000	https://article.wn.com/view/2026/03/24/Macron_calls_natl_security_council_meeting_amid_Mideast_tens/
1295814607	20260324	202603	2026	2026.2301											GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	6	1	6	-0.33112582781457	0								4	Khavda, Gujarat, India	IN	IN09	17643	23.85	69.7167	-2100735	4	Khavda, Gujarat, India	IN	IN09	17643	23.85	69.7167	-2100735	20260324120000	https://ianslive.in/india-building-worlds-largest-30-gw-renewable-park-in-gujarat--20260324161417
1295814608	20260324	202603	2026	2026.2301											GOV	MINISTRY						GOV			1	043	043	04	1	2.8	5	1	5	0.735294117647061	0								4	Mangalore, Karnataka, India	IN	IN19	17685	12.8639	74.8353	-2103790	4	Mangalore, Karnataka, India	IN	IN19	17685	12.8639	74.8353	-2103790	20260324120000	https://www.thehindu.com/news/national/government-briefing-lpg-crisis-sufficient-stock-petrol-diesel-strait-of-hormuz-updates/article70779360.ece
