1294328801	20260315	202603	2026	2026.2055											ELI	RETIRED						ELI			0	043	043	04	1	2.8	4	1	4	0.49261083743842	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260315120000	https://ktar.com/national-news/from-slavery-to-the-white-house-the-ficklin-family-served-presidents-for-nearly-8-decades/5836005/
1294328802	20260315	202603	2026	2026.2055											GOV	CHIEF MINISTER						GOV			1	043	043	04	1	2.8	5	1	5	3.24483775811209	0								5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20260315120000	https://www.dailyexcelsior.com/judicial-system-must-work-like-hospitals-with-same-spirit-of-service-cji/
1294328803	20260315	202603	2026	2026.2055											GOV	REGIME						GOV			0	141	141	14	3	-6.5	3	1	3	-10.4401228249744	0								4	Ingolstadt, Bayern, Germany	GM	GM02	16534	48.7667	11.4333	-1800781	4	Ingolstadt, Bayern, Germany	GM	GM02	16534	48.7667	11.4333	-1800781	20260315120000	https://www.dw.com/en/living-amid-bombings-in-iran-how-fear-impacts-mental-health/a-76360945
1294328804	20260315	202603	2026	2026.2055											HLH	HOSPITAL						HLH			1	043	043	04	1	2.8	5	1	5	-6.74846625766871	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260315120000	https://www.yourlocalguardian.co.uk/news/25937755.croydon-high-street---man-hospital-late-night-fight/
1294328805	20260315	202603	2026	2026.2055											IRN	IRAN	IRN								0	190	190	19	4	-10.0	2	1	2	-3.33333333333333	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	20260315120000	https://www.unionleader.com/news/military/trump-is-eager-to-declare-victory-but-a-battered-iran-still-has-cards-to-play/article_2b4e3490-57ec-4271-972b-b59debab91cd.html
1294328806	20260315	202603	2026	2026.2055											JEW	JEWISH				JEW					0	042	042	04	1	1.9	6	1	6	-2.51082251082251	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20260315120000	http://www.jpost.com/opinion/article-889674
1294328807	20260315	202603	2026	2026.2055											JEW	JEWISH				JEW					0	042	042	04	1	1.9	4	1	4	-2.51082251082251	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20260315120000	http://www.jpost.com/opinion/article-889674
1294328808	20260315	202603	2026	2026.2055											KOR	SEOUL	KOR								1	042	042	04	1	1.9	5	1	5	2.37226277372263	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20260315120000	https://www.rappler.com/people/actors/reality-cooking-show-kumusta-brings-filipino-flavors-seoul/
1294328809	20260315	202603	2026	2026.2055											LBN	TYRE	LBN								1	080	080	08	2	5.0	10	1	10	-6.20437956204379	0								0								0								20260315120000	https://www.dailydispatch.co.za/news/2026-03-15-four-family-members-killed-in-eastern-cape-bus-crash-to-be-buried-in-mdantsane/
1294328810	20260315	202603	2026	2026.2055											MED	WEBSITE						MED			1	130	130	13	3	-4.4	10	1	10	-3.55555555555555	0								0								0								20260315120000	https://www.mirror.co.uk/money/martin-lewis-says-make-change-36869625
1294328811	20260315	202603	2026	2026.2055											MEX	MEXICO	MEX								0	014	014	01	1	0.0	4	1	4	-1.37442732194918	0								4	Colorado River, Mexico (general), Mexico	MX	MX00	20955	31.9	-114.95	-1658851	4	Colorado River, Mexico (general), Mexico	MX	MX00	20955	31.9	-114.95	-1658851	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328812	20260315	202603	2026	2026.2055											NOR	OSLO	NOR								1	042	042	04	1	1.9	8	2	8	4.73034805145138	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260315120000	https://www.regeringen.se/uttalanden/2026/03/joint-statement-by-the-prime-ministers-of-the-nordic-countries-and-canada/
1294328813	20260315	202603	2026	2026.2055											POLEDU	WARSAW	POL					EDU			1	042	042	04	1	1.9	8	1	8	-2.90556900726392	0								4	Mediterranean Sea, Oceans (general), Oceans	OS	OS00		35	20	-121459	4	Mediterranean Sea, Oceans (general), Oceans	OS	OS00		35	20	-121459	20260315120000	http://www.jpost.com/archaeology/article-889977
1294328814	20260315	202603	2026	2026.2055											RUS	RUSSIA	RUS								0	043	043	04	1	2.8	4	1	4	-8.83590462833099	0								4	Novosibirsk, Novosibirskaya Oblast', Russia	RS	RS53	25082	55.0411	82.9344	-2970528	4	Novosibirsk, Novosibirskaya Oblast', Russia	RS	RS53	25082	55.0411	82.9344	-2970528	20260315120000	https://www.romesentinel.com/ce/news/russia-jails-15-for-life-over-is-claimed-2024-concert-hall-attack/article_fa2625fd-81e4-5505-b842-c8d9b00e5ab5.html
1294328815	20260315	202603	2026	2026.2055											RUS	RUSSIA	RUS								1	173	173	17	4	-5.0	10	1	10	-8.83590462833099	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260315120000	https://www.romesentinel.com/ce/news/russia-jails-15-for-life-over-is-claimed-2024-concert-hall-attack/article_fa2625fd-81e4-5505-b842-c8d9b00e5ab5.html
1294328816	20260315	202603	2026	2026.2055											RUSCVL	RUSSIAN	RUS					CVL			1	173	173	17	4	-5.0	8	1	8	-8.83590462833099	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260315120000	https://www.romesentinel.com/ce/news/russia-jails-15-for-life-over-is-claimed-2024-concert-hall-attack/article_fa2625fd-81e4-5505-b842-c8d9b00e5ab5.html
1294328817	20260315	202603	2026	2026.2055											TUR	TURKEY	TUR								0	043	043	04	1	2.8	5	1	5	3.35865653738505	0								4	Izmir, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	4	Izmir, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	20260315120000	http://www.jpost.com/consumerism/article-889959
1294328818	20260315	202603	2026	2026.2055											UKR	UKRAINE	UKR								0	051	051	05	1	3.4	4	2	4	4.70499455369307	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20260315120000	https://www.regeringen.se/uttalanden/2026/03/joint-statement-by-the-prime-ministers-of-the-nordic-countries-and-canada/
1294328819	20260315	202603	2026	2026.2055											USA	MONTANA	USA								0	020	020	02	1	3.0	3	1	3	-5.28401585204756	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20260315120000	https://www.newyorker.com/magazine/2026/03/23/trumps-mass-detention-campaign
1294328820	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-5.97243491577335	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	India	IN	IN		20	77	IN	20260315120000	https://www.dallasnews.com/timeless-in-texas/2026/03/15/the-tarasoff-rule-why-all-california-psychotherapists-should-move-to-texas/
1294328821	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-1.37442732194918	0								3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	4	Colorado River, Mexico (general), Mexico	MX	MX00	20955	31.9	-114.95	-1658851	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328822	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	042	042	04	1	1.9	5	1	5	-1.37442732194918	0								3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328823	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	042	042	04	1	1.9	3	1	3	0.49261083743842	0								3	Amissville, Virginia, United States	US	USVA	VA157	38.6715	-77.9956	1477071	3	Amissville, Virginia, United States	US	USVA	VA157	38.6715	-77.9956	1477071	20260315120000	https://ktar.com/national-news/from-slavery-to-the-white-house-the-ficklin-family-served-presidents-for-nearly-8-decades/5836005/
1294328824	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	042	042	04	1	1.9	3	1	3	-1.37442732194918	0								3	Glen Canyon, California, United States	US	USCA		34.2397	-117.952	242731	4	Colorado River, Mexico (general), Mexico	MX	MX00	20955	31.9	-114.95	-1658851	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328825	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-1.37442732194918	0								3	Glen Canyon, California, United States	US	USCA		34.2397	-117.952	242731	3	Lake Mead, Wyoming, United States	US	USWY		44.3846	-107.114	1601320	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328826	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-1.37442732194918	0								3	Glen Canyon, California, United States	US	USCA		34.2397	-117.952	242731	3	Glen Canyon, California, United States	US	USCA		34.2397	-117.952	242731	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328827	20260315	202603	2026	2026.2055											USA	VIRGINIA	USA								1	042	042	04	1	1.9	3	1	3	0.49261083743842	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260315120000	https://ktar.com/national-news/from-slavery-to-the-white-house-the-ficklin-family-served-presidents-for-nearly-8-decades/5836005/
1294328828	20260315	202603	2026	2026.2055											USA	VIRGINIA	USA								1	042	042	04	1	1.9	2	1	2	0.49261083743842	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Amissville, Virginia, United States	US	USVA	VA157	38.6715	-77.9956	1477071	20260315120000	https://ktar.com/national-news/from-slavery-to-the-white-house-the-ficklin-family-served-presidents-for-nearly-8-decades/5836005/
1294328829	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-1.37442732194918	0								3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328830	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	043	043	04	1	2.8	6	1	6	-1.37442732194918	0								3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20260315120000	https://www.aol.com/articles/crazy-genius-nuclear-powered-solution-110258870.html
1294328831	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-0.64874884151992	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20260315120000	https://www.dailyexcelsior.com/athawale-appeals-to-naxalites-to-join-mainstream-terms-attack-on-farooq-abdullah-condemnable/
1294328832	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	4	1	4	-3.9609644087256	0								3	Ephrata, Pennsylvania, United States	US	USPA	PA071	40.1798	-76.1788	1174287	3	Ephrata, Pennsylvania, United States	US	USPA	PA071	40.1798	-76.1788	1174287	20260315120000	https://www.unionleader.com/news/national/oddities-collectors-call-for-human-remains-trade-regulations-after-gerlach-grave-robbing-charges/article_5c62613c-a9df-441e-bc83-1924db865c9e.html
1294328833	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	1124	112	11	3	-2.0	4	1	4	-5.97243491577335	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20260315120000	https://www.dallasnews.com/timeless-in-texas/2026/03/15/the-tarasoff-rule-why-all-california-psychotherapists-should-move-to-texas/
1294328834	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	4	1	2	-9.2865928659287	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Christian School, Wisconsin, United States	US	USWI		42.6361	-88.6348	1563059	20260315120000	https://www.yahoo.com/news/articles/more-parents-prosecuted-kids-school-100036320.html
1294328835	20260315	202603	2026	2026.2055											USA	WISCONSIN	USA								0	173	173	17	4	-5.0	6	1	4	-9.2865928659287	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	3	Capitol Square, Wisconsin, United States	US	USWI		43.0744	-89.3843	1842356	20260315120000	https://www.yahoo.com/news/articles/more-parents-prosecuted-kids-school-100036320.html
1294328836	20260315	202603	2026	2026.2055											USA	WISCONSIN	USA								0	173	173	17	4	-5.0	2	1	2	-9.2865928659287	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20260315120000	https://www.yahoo.com/news/articles/more-parents-prosecuted-kids-school-100036320.html
1294328837	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								1	1823	182	18	4	-10.0	4	1	4	-5.97243491577335	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	California, United States	US	USCA		36.17	-119.746	CA	20260315120000	https://www.dallasnews.com/timeless-in-texas/2026/03/15/the-tarasoff-rule-why-all-california-psychotherapists-should-move-to-texas/
1294328838	20260315	202603	2026	2026.2055											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-5.97243491577335	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	India	IN	IN		20	77	IN	20260315120000	https://www.dallasnews.com/timeless-in-texas/2026/03/15/the-tarasoff-rule-why-all-california-psychotherapists-should-move-to-texas/
1294328839	20260315	202603	2026	2026.2055											idg	INDIGENOUS			idg						1	013	013	01	1	0.4	20	2	20	4.70499455369307	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20260315120000	https://www.regeringen.se/uttalanden/2026/03/joint-statement-by-the-prime-ministers-of-the-nordic-countries-and-canada/
1294328840	20260315	202603	2026	2026.2055	AFR	AFRICA	AFR								USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	2	1	2	0.49261083743842	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260315120000	https://ktar.com/national-news/from-slavery-to-the-white-house-the-ficklin-family-served-presidents-for-nearly-8-decades/5836005/
1294328841	20260315	202603	2026	2026.2055	AFR	AFRICA	AFR								USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	3	1	3	0.49261083743842	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20260315120000	https://ktar.com/national-news/from-slavery-to-the-white-house-the-ficklin-family-served-presidents-for-nearly-8-decades/5836005/
1294328842	20260315	202603	2026	2026.2055	AGR	FARMER						AGR													0	036	036	03	1	4.0	8	1	8	-1.06060606060606	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328843	20260315	202603	2026	2026.2055	AGR	FARMER						AGR													0	036	036	03	1	4.0	2	1	2	-1.06060606060606	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328844	20260315	202603	2026	2026.2055	AGR	FARMER						AGR			LEG	LAWMAKER						LEG			0	036	036	03	1	4.0	8	1	8	-1.06060606060606	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328845	20260315	202603	2026	2026.2055	AGR	FARMER						AGR			LEG	LAWMAKER						LEG			0	036	036	03	1	4.0	2	1	2	-1.06060606060606	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260315120000	https://www.agri-pulse.com/articles/24369-washington-week-ahead-us-china-talks-farmers-on-capitol-hill
1294328846	20260315	202603	2026	2026.2055	ARE	UNITED ARAB EMIRATES	ARE																		0	190	190	19	4	-10.0	2	1	2	-3.37972166998012	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20260315120000	https://www.durangoherald.com/articles/the-latest-gulf-countries-report-new-attacks-after-iran-warns-major-uae-ports-to-evacuate/
